Year_Built,Gr_Liv_Area,Fireplaces,Garage_Cars,Overall_Qual,Year_Remod,shap_values_Year_Built,shap_values_Gr_Liv_Area,shap_values_Fireplaces,shap_values_Garage_Cars,shap_values_Overall_Qual,shap_values_Year_Remod,shap_values2_Year_Built,shap_values2_Gr_Liv_Area,shap_values2_Fireplaces,shap_values2_Garage_Cars,shap_values2_Overall_Qual,shap_values2_Year_Remod,i_shap_values_Year_Built,i_shap_values_Gr_Liv_Area,i_shap_values_Fireplaces,i_shap_values_Garage_Cars,i_shap_values_Overall_Qual,i_shap_values_Year_Remod,i_shap_values2_Year_Built,i_shap_values2_Gr_Liv_Area,i_shap_values2_Fireplaces,i_shap_values2_Garage_Cars,i_shap_values2_Overall_Qual,i_shap_values2_Year_Remod,SalePrice,Order,PID,pred1,pred2,group_id
2005,1408,0,2.0,100,380,-0.22615625,0.8301966145833334,-4.811294270833333,-2.7350390625,-1.4075859375,-1.2815052083333334,-2.8347604166666667,2.7948059895833337,-4.722401041666667,-1.2312604166666667,0,0,0.001142899079936581,0.0018332343518334272,0.022757124633082597,0.01062462906547638,0.014023704434619486,0.0039047843755471816,0.012227134074738428,0.00932070507813161,0.010283143009743097,0.004760235259106182,0,0,257000,2180,908152290,158929.7,179845.52,0
1958,960,0,0.0,80,1340,1.7048489583333333,0.989484375,-2.9307265625,-0.49457552083333334,1.8033489583333333,2.6782864583333335,4.911479166666667,-2.0144635416666667,-1.9682916666666668,-0.13422395833333334,0,0,0.002510373318117162,0.0019011525912637167,0.004684844455606144,0.00457363910763978,0.01108610208991857,0.003537135185123085,0.01553452691783014,0.011073714787192287,0.008833641103121596,0.009190253434528065,0,0,271500,281,908203100,94118.83,100084.41,0
1916,1928,0,0.0,100,600,0.5347161458333334,0.3244505208333333,-1.8591692708333332,-2.9103645833333336,-3.509234375,-1.1312838541666668,-1.1903802083333332,-0.6335130208333334,-1.5742890625,-1.2735963541666668,0,0,0.002512069751173374,0.0020239239870169716,0.009117117634392501,0.01582095962588715,0.025218210978678775,0.007639758923839166,0.009801629377652906,0.006874289537271745,0.0020237643668028307,0.005176510898098009,0,0,113000,2846,909131125,119954.42,113236.49,1
1997,1688,0,2.0,120,560,-0.07996354166666667,0.3964739583333333,-2.2718619791666663,-0.3833880208333333,-1.830296875,-0.08553125,-1.1354401041666669,1.3829791666666666,-1.7867057291666668,-0.12184114583333333,0,0,0.0032635546516891507,0.0015673684701630987,0.0077625368126009,0.007276090348744509,0.015695373166294234,0.003777719511897258,0.016292118887401542,0.009012518709571548,0.012717734218015246,0.00908833248808517,0,0,375000,1431,906476030,172513.27,191845.9,1
2004,1374,1,2.0,140,400,2.3011432291666667,0.21487239583333334,-2.6259348958333333,-0.443140625,-2.1155494791666665,2.3537317708333334,4.377651041666667,2.5151041666666667,-2.178421875,-0.14855208333333333,0,0,0.00221703601808906,0.0002937499611162387,0.009276162770996986,0.008153296341508012,0.015065495157136047,0.002456103534849939,0.009598321280502798,0.004500348579730007,0.003937551283914157,0.004928486727267857,0,0,212500,477,528235200,209581.25,197504.33,1
1922,2555,1,2.0,120,620,1.3009348958333333,0.5199453125,3.0129166666666665,-0.520203125,1.8967864583333331,-0.17970833333333333,0.023346354166666666,9.305380208333334,2.8799739583333337,-0.1773046875,0,0,0.0007094516434604127,6.950537546126258e-05,0.0025140545916841656,0.004247878911921982,0.011484607720792238,0.0026491013699822354,0.00802018944596029,0.019410372556638703,0.00414366491525047,0.0048002462022654615,0,0,181000,1525,909251090,167980.45,171724.22,1
1995,2794,1,3.0,160,580,0.8982526041666666,-1.4912213541666668,-3.1726927083333334,5.555622395833333,1.9522291666666667,3.0603255208333335,9.3123125,4.4206328125,-2.9050989583333333,7.250606770833333,0,0,0.0014496302489862068,0.0032953352255289834,0.012173052225487525,0.0036201510624972997,0.00760494913233135,0.0015666541562301232,0.01930043369124581,0.012357363980665184,0.013820501166413797,0.014608960628703236,0,0,159000,496,528321010,287069.1,370505.75,1
2008,2184,1,3.0,180,340,0.15501432291666667,-0.43183203125,-4.550029947916667,-2.5865221354166663,-3.11875390625,0.13865494791666666,1.4810716145833334,-5.390102864583333,-3.9851705729166667,-1.0390377604166667,0,0,0.0013831011245111296,0.0009798931039766239,0.017958827805171156,0.00787793806676534,0.018156815128567767,0.0019195724490569043,0.017116878697524776,0.02503853294241871,0.019979706118928565,0.007938801049096727,0,0,267916,429,528108070,362516.78,346134.06,1
1950,864,0,2.0,100,460,-1.69552734375,-0.3516614583333333,-3.7053190104166664,-2.1063359375,-2.5397591145833336,-1.6912239583333333,-3.2552890625,-4.149203125,-3.0677135416666665,-0.79983203125,0,0,0.0036065949957577725,-1.1564823173178713e-18,0.012182511448267604,0.01023243903304085,0.015200827764761131,0.0035434394080976063,0.05315367341710375,0.0696589874560926,0.04931948349025746,0.023956970074332833,0,0,190000,1962,535451110,148228.1,107765.03,1
1950,2161,2,2.0,140,500,-0.015184895833333333,0.6420677083333334,-1.90171875,-2.9769713541666665,-3.589546875,-0.3405520833333333,-1.1411848958333333,-1.552875,-1.5172682291666668,-1.2274791666666667,0,0,0.002978697966000929,0.0014570120766088511,0.010932338407620085,0.014201312981849266,0.02442334067623262,0.005878665647872307,0.01214742001460942,0.01011473297481191,0.0033598892818161516,0.008871721293957732,0,0,249000,1540,909425085,241676.02,210427.2,1
1910,1510,0,2.0,80,1500,-0.3451796875,-0.6541614583333334,-5.031424479166667,-2.8601770833333333,1.1242643229166667,-1.2517760416666668,-1.3531705729166668,-1.5238606770833332,-4.090998697916667,-1.06662890625,0,0,0.0038519439629219475,0.002684261042870263,0.020257772879216235,0.01478318696233218,0.013607223096109044,0.007406767599798156,0.009174988967357644,0.008460745627507728,0.011138055155198945,0.007564634547754929,0,0,129000,714,902301060,92621.05,117666.16,1
1998,2263,1,2.0,160,540,1.2632083333333333,-1.0644401041666667,-5.979856770833333,-0.36645833333333333,-1.7494557291666668,1.9844765625,5.0736875,2.7157734375,-6.3090546875,-0.13865364583333334,0,0,0.001964283120484339,0.004401276241216286,0.018993296389698527,0.008301724608509557,0.01543443186030952,0.003044011971372019,0.015202600155415006,0.00832555741716159,0.014074989194775843,0.008192861684660591,0,0,158000,2449,528348010,263436.94,254046.22,1
1986,1982,1,2.0,120,780,1.3852760416666667,0.8764010416666667,-7.148166666666667,-0.43805208333333334,1.5972421875,2.5038411458333334,5.372153645833333,-2.2858411458333334,-5.562783854166667,-0.12225520833333332,0,0,0.002017058424197034,0.0012490143922804376,0.01656407175746542,0.009208031898806007,0.014723541932441332,0.002928810687122946,0.01196258059778854,0.01817234337111698,0.028098809408201107,0.00908833248808517,0,0,270000,937,909452050,201641.72,236675.2,1
1994,1652,0,2.0,140,360,1.0441614583333332,-0.9773072916666666,-3.6880364583333334,6.45803125,8.406921875,2.8877083333333333,8.965419270833333,2.6871536458333334,-2.7969114583333337,6.980520833333333,0,0,0.00015803724852216151,1.9809306241227082e-05,0.010557700729074618,0.005827565732882059,0.011817849369803795,0.0006794926647924384,0.01253197758962645,0.009701380852840657,0.0064860437055058165,0.007963382299915785,0,0,99500,298,909452114,186682.77,190617.27,1
2007,1476,0,2.0,140,360,-4.891807291666667,1.9937265625,2.5581119791666667,4.583033854166667,-2.1085703125,-3.28965625,-7.0606328125,7.688341145833333,2.7952890625,6.2977421875,0,0,0.014238185522426422,0.003158752162190314,0.0022737149940821495,0.006095845599121547,0.016785897097682963,0.009038698267505479,0.022938767180493664,0.018942455406540985,0.005419177553465944,0.01328782845015449,0,0,159000,2161,907410020,188958.1,190618.72,2
1945,1487,1,1.0,120,1500,2.2169270833333337,1.3754270833333333,-4.033354166666666,7.062703125,9.194067708333334,4.055114583333333,7.669559895833333,5.755359375,-2.881421875,7.191440104166667,0,0,0.0007180687812909845,0.0,0.010557700729074618,0.001857345112911659,0.007401611602266864,0.00039255783197680166,0.01751467891907572,0.015507509084208235,0.013820501166413797,0.016231437662676623,0,0,233000,283,908225320,131162.22,140535.34,2
1978,912,1,2.0,120,940,0.7348489583333334,1.2333151041666668,-2.5955494791666665,-0.4380130208333333,-2.0910677083333336,2.5036197916666665,8.076028645833333,4.955192708333333,-2.5194270833333334,-0.17180989583333334,0,0,0.0020153388503649015,0.0015960393002689634,0.011787701648677706,0.009208031898806007,0.017530566958302483,0.002928810687122946,0.022883056125590537,0.012323890133652966,0.006325380146167634,0.006042308918682284,0,0,131400,2249,914452120,162275.42,141198.45,2
1991,1595,0,2.0,100,680,0.9450416666666667,0.5825182291666666,-3.337953125,5.845002604166667,2.0539166666666664,3.2197239583333337,8.815916666666666,1.9400494791666667,-2.75025,6.8641145833333335,0,0,0.00014530872554260424,0.00012803942199179157,0.007337494470032486,0.004295808996644512,0.007210607107867536,0.000954599464371718,0.013853271046951094,0.009701380852840657,0.0064860437055058165,0.009070429170606274,0,0,260000,955,914476430,151101.33,172455.53,2
1918,1674,1,2.0,120,1500,0.039575520833333336,-0.8425,-4.861075520833333,-0.2978958333333333,-3.3319557291666664,-0.1987890625,-1.1314049479166668,-3.6821614583333333,-3.9097291666666667,-0.08592447916666666,0,0,0.001142899079936581,0.0012035259384019794,0.022757124633082597,0.0065882485056494395,0.020130988896326623,0.0030593235092320837,0.012970777731455035,0.01673289758751334,0.014266287544987329,0.00670507595897429,0,0,270000,1409,905427050,140421.73,150570.1,2
1930,1536,1,2.0,100,1500,-3.1341536458333334,0.3745091145833333,-4.291575520833333,-2.43959375,-2.94159375,1.2202356770833334,-4.094649739583334,-1.8709713541666668,-3.4277760416666667,-0.8937083333333333,0,0,0.010210431928625826,0.0005308213276459759,0.01609065784377508,0.01206155745176525,0.01967454260778974,0.0024244728088664534,0.031029542141228213,0.019546683129284072,0.012424375858694077,0.013355073925159153,0,0,320000,200,903233120,121305.92,149680.3,2
2008,1612,0,3.0,140,340,-0.8595677083333334,0.4229674479166667,-4.8467239583333335,-2.7551796875,-3.3221171875,1.6084348958333332,-3.98471484375,-1.6087552083333332,-3.51530078125,-0.9165299479166666,0,0,0.0018156182597077134,0.0005089270812368684,0.022757124633082597,0.01322178826190157,0.020130988896326623,0.0031537228802844485,0.03420566937629775,0.019624004338559955,0.027089320723672757,0.013775619565005698,0,0,213000,1579,916386180,214083.06,256026.28,2
1932,1520,0,1.0,100,500,0.22408854166666667,-1.0408072916666666,-3.7220989583333335,6.517661458333333,8.484541666666667,4.138192708333333,7.607713541666667,14.63478125,-3.362546875,8.392229166666667,0,0,8.130431344276039e-05,9.142756726720816e-06,0.010557700729074618,0.005827565732882059,0.011817849369803795,0.0010962435801130902,0.01244305079229125,0.022689694870530106,-0.0005641007329919771,0.00944102096520557,0,0,125000,907,909129100,136968.22,137101.78,2
1984,1177,0,2.0,120,820,-2.7451588541666667,-0.25891015625,-1.35972265625,-0.22946223958333334,-6.145881510416667,-1.7090403645833332,-8.149786458333333,2.74056640625,-1.4886354166666667,-0.10151302083333333,0,0,0.007515805843311491,-1.1564823173178713e-18,0.00631507140641579,0.006604677190867183,0.03217678514739084,0.004117003229551403,0.04463566919084639,0.007288764559802204,0.0033598892818161516,0.003780065435764107,0,0,97000,1653,527328050,163027.42,158420.5,2
1998,1216,0,2.0,120,540,0.2736744791666667,0.5162447916666666,-5.9155859375,-0.3625208333333333,-1.7306510416666667,1.1710572916666668,2.3271119791666663,-2.6560390625,-4.866065104166667,-0.10694010416666667,0,0,0.0021781525610093983,0.0016363716953483505,0.018993296389698527,0.0066922602327786325,0.014153936913536076,0.0039390161485252295,0.00969328249922217,0.012318789100368556,0.019448130637122245,0.004932920908735293,0,0,223500,2906,923203090,177903.9,163240.72,2
1954,1470,0,1.0,80,1060,-0.20019140625,-0.45063671875,-4.258873697916667,-2.4210091145833337,-2.91918359375,-0.7780963541666667,-2.11601953125,-3.386453125,-3.5250611979166666,-0.9190768229166666,0,0,0.001959790926221196,0.0016986282484671242,0.01609065784377508,0.01206155745176525,0.0176473971411037,0.0040733384980187045,0.02459524060107516,0.026027763601849975,0.028237283076496405,0.011916664841939604,0,0,372500,1510,908275180,100419.22,126471.98,2
1979,2240,0,2.0,100,920,2.7366822916666664,-1.2121197916666668,-4.7045,8.237942708333334,20.30879427083333,3.5206666666666666,6.8954921875,4.361734375,-2.7633854166666665,6.896841145833333,0,0,0.0002302179393888487,0.0,0.0,0.003649142801846496,0.0173972883951513,0.0006330993333193343,0.011298314252090364,0.007863114703858826,0.0064860437055058165,0.009231092729944459,0,0,149500,813,906226120,142230.17,185582.39,2
1951,952,0,2.0,100,1480,0.16670572916666665,0.9348645833333333,-2.768953125,-0.4672760416666667,1.7038020833333332,2.0721770833333335,4.314174479166667,-2.431234375,-1.9068307291666668,-0.13002864583333335,0,0,0.0018570481031108155,0.00017357952247777698,0.011562031774396188,0.00742216199677854,0.011397837030818769,0.0020319039363206025,0.01577466554197942,0.01048151830055587,0.00717602352794963,0.007180816356578521,0,0,50138,1250,535305030,128072.55,108643.29,3
1922,1048,1,1.0,100,1500,0.5658463541666666,-0.8438489583333334,-1.9674088541666668,-0.33201302083333334,-3.7135338541666667,-1.1971458333333334,-1.4037838541666667,2.6969270833333336,-1.8564973958333333,-0.12659895833333332,0,0,0.0034368666640156335,0.0012708258942914306,0.008160915281986312,0.0075576296901342585,0.016178140522239474,0.004462193877768029,0.01415845530832418,0.011289529883608629,0.011791633161564384,0.006526261752329276,0,0,135000,2685,903236200,111155.43,107024.54,3
1975,918,0,1.0,140,1000,1.3443333333333332,-0.494296875,-6.936903645833333,-0.4251067708333333,1.5500364583333333,2.8006796875,6.567307291666667,4.103052083333333,-6.80034375,-0.14945572916666666,0,0,0.0032359327685405202,0.0016703143106710314,0.013721372929939118,0.009143663823684235,0.010164733354870394,0.004166283896322702,0.013543507366563803,0.006851227669800099,0.011579658854533253,0.0050681078461474755,0,0,62383,2254,914478020,139975.42,116440.58,3
1880,2210,0,1.0,120,1500,-0.9664466145833334,-0.33433723958333333,-3.5227526041666666,-3.65858984375,-2.4146197916666665,-1.6078984375,-3.2647213541666664,-3.4287721354166667,-2.5350625,-2.9649739583333337,0,0,0.0010868616215232193,0.000897986094971246,0.008574294105319446,0.00774517324194343,0.011024955324946819,0.0020776307920717177,0.023806270576129634,0.02309404859186595,0.019320489884402398,0.02271970610380116,0,0,403000,1996,902304040,118729.01,153472.33,3
1984,923,0,1.0,100,800,0.7944583333333334,0.03272395833333334,-5.6396875,-0.3456119791666667,-3.8656432291666665,1.771390625,-1.5447447916666668,-0.2737265625,-4.526385416666667,-0.0994765625,0,0,0.002340132334237089,0.0011328125820659301,0.018154519532980164,0.007468688581181541,0.018099891198437388,0.003069053274154695,0.011947695589026414,0.007114878200328699,0.019881426231006014,0.006706196064489044,0,0,156000,1604,923275090,130564.43,134996.16,3
1960,1065,0,2.0,100,1300,-0.17763932291666665,0.4282096354166667,-3.4925924479166666,-1.9854088541666668,-10.8536015625,1.4100872395833333,-2.7199231770833334,-1.0685065104166667,-3.90543359375,-1.0182513020833335,0,0,0.0025143610659194883,0.007183888759769968,0.007629916472559573,0.005845644086286783,0.06050013054008451,0.008620666511723961,0.012123922382770994,0.009929945302509067,0.012336766103369553,0.007620477415547599,0,0,320000,1883,534275220,134671.86,133073.19,3
2006,1402,1,3.0,140,360,-0.20944791666666665,0.40064973958333333,-3.2678111979166666,-3.39381640625,-5.363696614583333,-1.49153125,-3.557671875,-0.8025729166666666,-3.1183372395833335,-3.6471809895833336,0,0,0.0011362887378199803,0.0,0.03384704559805636,0.039609786894682066,0.06559054907193766,0.016335604298404766,0.06426090462335203,0.02636301611842181,0.04931948349025746,0.06183834944571387,0,0,555000,1743,528228275,244308.27,247722.62,3
2007,1600,1,3.0,160,360,-0.3807109375,0.680375,-5.5493463541666666,-0.34007291666666667,-3.80371875,1.8416041666666667,-1.4425677083333333,-1.1713645833333333,-4.361268229166667,-0.09584895833333333,0,0,0.002807794972418515,0.002835896284361125,0.017131489323968185,0.007468688581181541,0.017357836586641293,0.0036632577501770182,0.011545132459187177,0.008913016629130003,0.005659102635559603,0.008090989947423279,0,0,147110,426,528108010,281262.0,267127.28,3
2004,1114,0,0.0,100,420,2.9894713541666667,1.0864166666666668,-8.382963541666665,-0.5137239583333334,6.93925,1.845765625,4.094234375,-1.5990520833333333,-5.410846354166667,-0.1189140625,0,0,0.0022671045040027426,0.0006255483791513654,0.012855317606159017,0.004247878911921982,0.020172597512217956,0.0015127348978298087,0.010774515400622445,0.011414109615883405,0.025335348629152498,0.007800167381412259,0,0,116500,541,531375090,121261.85,126328.65,3
1993,1879,1,2.0,140,620,2.5472552083333335,-1.2298125,-4.77315625,8.358145833333333,20.6051328125,4.60409375,8.5992890625,4.529614583333333,-2.8697552083333333,7.1623046875,0,0,0.00011510896969442463,0.0,0.0,0.003649142801846496,0.01598486324679986,0.0006330993333193343,0.01904388430479335,0.01581022729683604,0.00011423831703989695,0.016231437662676623,0,0,109500,805,906223080,227620.47,217790.39,3
1925,1608,1,1.0,120,700,1.5900729166666667,-0.98446875,-2.7334192708333336,-0.46128125,1.6819401041666668,2.0455859375,5.639049479166667,2.6561223958333335,-2.2598671875,-0.15410416666666665,0,0,0.0007953091641533384,0.0014864956262198924,0.009276162770996986,0.006401067100514682,0.011397837030818769,0.0015866500927060468,0.012257130282753178,0.005476437569784031,0.005001328693693782,0.003375972223121164,0,0,158000,914,909251170,142586.4,138881.77,3
2002,2250,1,3.0,160,460,-3.9311171875,0.1326953125,-1.9471458333333334,-0.3285911458333333,-3.6752942708333336,1.7794270833333332,-6.883001302083333,-0.9659453125,-1.2572434895833333,-0.08573567708333332,0,0,0.018091736688505628,0.004068626259983226,0.010997422595687381,0.010300922830358692,0.02444079231428862,0.0038309913236976405,0.03397233119196794,0.008537512705551717,0.006399172483056507,0.011426261678975442,0,0,175900,48,528176070,306768.66,309389.1,3
1970,992,0,1.0,80,1100,0.9848567708333333,0.6553489583333334,2.6653828125,-0.4602005208333333,-2.1969869791666663,-0.5341171875,-1.3314192708333332,-3.7101901041666667,1.8739427083333333,-0.11534635416666666,0,0,0.0006726997780432705,0.00020028406439743496,0.0030109142385605025,0.006401067100514682,0.01456593116114382,0.0049248081954228196,0.01337088093797273,0.017774114562483376,0.005179648753872373,0.006510254129511585,0,0,222000,2287,923228200,98985.38,120539.84,4
1965,965,0,1.0,100,1200,-0.3352838541666667,0.4968567708333333,-4.396826822916667,-4.56637109375,-1.2863307291666668,-0.80330078125,-0.9362604166666666,-1.5973854166666668,-3.4904544270833333,-4.08238671875,0,0,0.0031292621445381053,0.0013774992072469745,0.017168322844527444,0.01802027460220463,0.01528439758056811,0.0038019736642701395,0.01477032160181375,0.019546683129284072,0.018494467351280623,0.02878742162683144,0,0,124000,2485,531479030,124886.53,121047.984,4
1960,1100,1,1.0,80,1300,-0.1979375,-0.522078125,-4.934020833333333,-0.3023671875,-3.381953125,0.04805989583333334,-0.8174856770833334,-3.7013528645833333,-3.97826171875,-0.08743098958333333,0,0,0.002591022853138114,0.0020239239870169716,0.020257772879216235,0.008374601966491164,0.02051296785285813,0.004644529256311463,0.012899684582472854,0.017985951301032362,0.018125330428222883,0.007310983958744884,0,0,266500,1218,534428020,116704.164,134295.19,4
1934,816,1,1.0,120,1500,0.14095052083333334,-0.5586796875,-6.446901041666667,-0.3950755208333333,1.4405494791666666,1.7520052083333333,4.5165859375,2.6283671875,-6.19421875,-0.1361328125,0,0,0.0016127357793116002,0.0007536232226125681,0.016129755828978153,0.005606053555766921,0.012815627190790711,0.0031466790767064835,0.015202600155415006,0.009395318703501552,0.014074989194775843,0.008192861684660591,0,0,139000,2552,534430050,138437.97,110510.984,4
1965,1020,0,1.0,100,1200,1.09321875,0.456328125,-3.8613229166666665,6.7614609375,8.801919270833334,3.7245625,11.798822916666666,16.8463515625,-3.6808385416666667,9.186619791666667,0,0,0.0003727485257355734,6.095171151146439e-06,0.010557700729074618,0.0031256584425678508,0.009507523399651387,4.26661980580297e-05,0.0109675284988362,0.015859316040426754,-0.0005641007329919771,8.94454578842371e-05,0,0,180000,559,532376070,131036.445,131235.92,4
1962,1027,0,1.0,100,1260,1.3728072916666667,0.17530729166666667,-7.083846354166667,-0.434109375,1.5828697916666667,2.8600026041666666,5.458919270833333,-1.8220260416666667,-5.652651041666667,-0.12422916666666667,0,0,0.0021817187120845277,0.0016703143106710314,0.013721372929939118,0.009208031898806007,0.014723541932441332,0.0032336205054110155,0.017433172783660102,0.010587858368018309,0.021328226665085753,0.006655800020001394,0,0,190000,1272,535453040,121394.57,126895.8,4
1956,1689,1,2.0,120,1380,1.8359166666666666,1.5680677083333332,-3.4402083333333335,-0.5805572916666666,7.8419921875,3.3183619791666663,8.317109375,9.626005208333334,-2.7755520833333334,-0.18927083333333333,0,0,0.0001310821230990714,9.24729158829606e-05,0.007337494470032486,0.0051439865262836015,0.009717006571844284,0.00037239991717835484,0.01215679400334022,0.01372508429317378,0.0064860437055058165,0.015072775915631546,0,0,128000,789,905450020,167085.72,176821.03,4
2007,1232,0,2.0,140,360,1.5369088541666667,-0.121859375,-2.8799166666666665,-0.4860052083333333,1.7720807291666667,3.2018723958333335,6.474544270833333,-0.22373958333333335,-2.16065625,-0.14734375,0,0,0.0015988495720538958,0.005087054855424567,0.009309154398779083,0.007749568922648997,0.013980712872967429,0.002484436873936224,0.017264635772443915,0.005249640236958231,0.003937551283914157,0.004928486727267857,0,0,55000,830,906392070,187347.66,183170.31,4
1900,1445,0,2.0,120,640,1.7715052083333334,-1.1754739583333333,-3.7319947916666667,6.535002604166667,8.507125,2.922125,9.6489453125,1.5090598958333332,-2.7791927083333334,6.93628125,0,0,0.00017175138361224274,6.095171151146439e-06,0.010557700729074618,0.005827565732882059,0.011817849369803795,0.0006764450792168646,0.015441941904015388,0.009285715517724431,0.0064860437055058165,0.007963382299915785,0,0,410000,255,906425045,143612.8,109460.516,4
1972,1218,0,1.0,120,1060,-1.0933580729166668,-0.5774622395833334,-4.427967447916667,-0.2713541666666667,-3.0350872395833335,-1.17940234375,-1.4365807291666668,-3.6621041666666665,-3.8431171875,-0.08446223958333333,0,0,0.004816005791274317,0.002572192961215971,0.017168322844527444,0.004660109159894474,0.018217757752921716,0.004176404524528267,0.013855258578901668,0.019989781101814163,0.01778726590992111,0.007870197165044564,0,0,230000,2370,527451380,124848.42,127721.14,4
